match_id,stage,group,date,home_id,away_id,home_name,away_name,actual_home_goals,actual_away_goals,status,outcome_90,outcome_120,advancer_id,model_p_home_90,model_p_draw_90,model_p_away_90,model_p_home_120,model_p_draw_120,model_p_away_120,model_p_home_advance,model_p_away_advance,model_xg_home,model_xg_away,model_modal_home,model_modal_away,model_modal_p,model_pred_outcome,bet365_home_odds,bet365_draw_odds,bet365_away_odds,bet365_p_home,bet365_p_draw,bet365_p_away,pinnacle_home_odds,pinnacle_draw_odds,pinnacle_away_odds,pinnacle_p_home,pinnacle_p_draw,pinnacle_p_away,model_1x2_correct,model_exact_correct,model_advance_correct,model_log_loss,model_brier
M84,R32,,2026-07-02,spain,austria,Spain,Austria,3,0,FT,home,home,spain,0.749,0.175,0.0759,0.8299,0.0786,0.0916,0.8745,0.1255,2.24,0.58,2,0,0.1564,home,1.32,5.6,11.0,0.7376,0.1739,0.0885,1.359,4.98,9.22,0.7041,0.1921,0.1038,True,False,True,0.1865,0.0435
M85,R32,,2026-07-02,switzerland,algeria,Switzerland,Algeria,2,0,FT,home,home,switzerland,0.4916,0.26,0.2483,0.5744,0.1266,0.299,0.6402,0.3598,1.63,1.1,2,1,0.1241,home,2.0,3.3,4.6,0.49,0.297,0.213,2.04,3.24,4.46,0.4792,0.3017,0.2192,True,False,True,0.5544,0.2866
M86,R32,,2026-07-03,argentina,cape_verde,Argentina,Cape Verde,3,2,AET,draw,home,argentina,0.9265,0.0637,0.0098,0.9664,0.0222,0.0114,0.9805,0.0195,3.18,0.22,3,0,0.1816,home,1.16,8.2,24.0,0.8405,0.1189,0.0406,1.142,7.8,18.31,0.8273,0.1211,0.0516,True,False,True,0.0342,0.0018
M87,R32,,2026-07-03,colombia,ghana,Colombia,Ghana,1,0,FT,home,home,colombia,0.7727,0.1667,0.0606,0.8514,0.0756,0.073,0.895,0.105,2.24,0.48,2,0,0.1727,home,1.43,4.45,9.8,0.6815,0.219,0.0994,1.48,4.11,7.94,0.6466,0.2328,0.1205,True,False,True,0.1609,0.0331
M88,R32,,2026-07-03,australia,egypt,Australia,Egypt,1,1,PEN,draw,draw,egypt,0.3789,0.3358,0.2853,0.4552,0.198,0.3468,0.5561,0.4439,1.02,0.85,1,0,0.1796,home,3.76,2.9,2.41,0.2593,0.3362,0.4045,3.62,2.76,2.49,0.2656,0.3483,0.3861,False,False,False,1.6195,0.9707
M89,R16,,2026-07-04,paraguay,france,Paraguay,France,0,1,FT,away,away,france,0.0463,0.1546,0.7991,0.0538,0.0874,0.8588,0.0899,0.9101,0.4,2.28,0,2,0.1855,away,21.0,7.5,1.18,0.0463,0.1296,0.824,12.83,6.15,1.227,0.0738,0.154,0.7721,True,False,True,0.1522,0.0305
M90,R16,,2026-07-04,canada,morocco,Canada,Morocco,0,3,FT,away,away,morocco,0.2284,0.3051,0.4665,0.2625,0.2126,0.5249,0.3615,0.6385,0.81,1.28,0,1,0.1695,away,5.85,3.54,1.75,0.1668,0.2756,0.5576,5.07,3.19,1.826,0.1864,0.2962,0.5174,True,False,True,0.6445,0.3398
M91,R16,,2026-07-05,brazil,norway,Brazil,Norway,1,2,FT,away,away,norway,0.5998,0.2239,0.1763,0.668,0.1271,0.2049,0.736,0.264,2.0,1.0,2,1,0.1213,home,1.75,3.7,4.75,0.5431,0.2569,0.2001,1.8,3.71,5.01,0.5422,0.263,0.1948,False,False,False,1.5852,1.0946
M92,R16,,2026-07-05,mexico,england,Mexico,England,2,3,FT,away,away,england,0.2421,0.3049,0.453,0.2782,0.2112,0.5107,0.3771,0.6229,0.85,1.27,0,1,0.1624,away,3.0,3.1,2.5,0.3157,0.3055,0.3788,3.24,3.09,2.57,0.3022,0.3169,0.381,True,False,True,0.672,0.3614
M93,R16,,2026-07-06,portugal,spain,Portugal,Spain,0,1,FT,away,away,spain,0.2504,0.2869,0.4627,0.2885,0.1888,0.5227,0.3794,0.6206,0.96,1.4,0,1,0.1405,away,4.1,3.5,1.9,0.231,0.2706,0.4984,3.9,3.5,1.99,0.2455,0.2735,0.481,True,True,True,0.6487,0.3467
M94,R16,,2026-07-06,united_states,belgium,United States,Belgium,1,4,FT,away,away,belgium,0.3139,0.2486,0.4374,0.3612,0.1416,0.4972,0.4291,0.5709,1.41,1.7,1,2,0.1099,away,2.5,3.4,2.75,0.3782,0.2781,0.3438,2.62,3.31,2.97,0.374,0.296,0.3299,True,False,True,0.6988,0.4033
M95,R16,,2026-07-07,argentina,egypt,Argentina,Egypt,3,2,FT,home,home,argentina,0.7734,0.1763,0.0503,0.8352,0.1064,0.0584,0.8976,0.1024,2.06,0.37,1,0,0.1994,home,1.33,4.75,11.0,0.7138,0.1999,0.0863,1.363,4.8,11.75,0.7143,0.2028,0.0829,True,False,True,0.1801,0.0419
M96,R16,,2026-07-07,switzerland,colombia,Switzerland,Colombia,0,0,PEN,draw,draw,switzerland,0.2524,0.2769,0.4707,0.2912,0.177,0.5318,0.3764,0.6236,1.02,1.48,0,1,0.1288,away,3.5,3.1,2.25,0.2714,0.3064,0.4222,3.56,2.9,2.52,0.2747,0.3372,0.3881,False,False,False,1.7316,1.0449
M97,QF,,2026-07-09,france,morocco,France,Morocco,2,0,FT,home,home,france,0.5566,0.2834,0.16,0.6199,0.1952,0.1848,0.7254,0.2746,1.44,0.65,1,0,0.1929,home,1.6,3.8,6.0,0.5925,0.2495,0.158,1.609,3.95,6.9,0.6096,0.2483,0.1421,True,False,True,0.4782,0.2167
M98,QF,,2026-07-10,spain,belgium,Spain,Belgium,2,1,FT,home,home,spain,0.6262,0.2257,0.1481,0.6944,0.1333,0.1723,0.7666,0.2334,1.93,0.83,1,0,0.1295,home,1.57,4.1,5.75,0.6039,0.2312,0.1649,1.649,3.95,5.9,0.5893,0.246,0.1647,True,False,True,0.3647,0.1408
M99,QF,,2026-07-11,norway,england,Norway,England,1,2,AET,draw,away,england,0.1833,0.2497,0.567,0.2127,0.1536,0.6337,0.2844,0.7156,0.89,1.73,0,1,0.134,away,4.1,3.8,1.83,0.2315,0.2498,0.5187,4.54,3.82,1.84,0.2148,0.2553,0.53,True,False,True,0.4562,0.203
M100,QF,,2026-07-11,argentina,switzerland,Argentina,Switzerland,3,1,AET,draw,home,argentina,0.6845,0.2111,0.1044,0.7517,0.1267,0.1216,0.8223,0.1777,1.97,0.63,1,0,0.1569,home,1.66,3.5,6.0,0.5711,0.2709,0.158,1.74,3.29,6.08,0.5509,0.2914,0.1577,True,False,True,0.2854,0.0925
M101,SF,,2026-07-14,france,spain,France,Spain,0,2,FT,away,away,spain,0.4249,0.2963,0.2788,0.4815,0.1982,0.3203,0.5832,0.4168,1.29,1.0,1,0,0.1385,home,2.35,3.1,3.25,0.403,0.3055,0.2914,2.65,2.94,3.12,0.3635,0.3277,0.3088,False,False,False,1.1385,0.7331
M102,SF,,2026-07-15,england,argentina,England,Argentina,1,2,FT,away,away,argentina,0.3039,0.3038,0.3922,0.3481,0.2063,0.4456,0.4496,0.5504,1.03,1.2,0,1,0.1369,away,2.62,2.87,3.1,0.3626,0.331,0.3064,2.82,2.85,3.1,0.3449,0.3413,0.3138,True,False,True,0.8083,0.4711
M103,third_place,,2026-07-18,france,england,France,England,4,6,FT,away,away,england,0.3786,0.3015,0.3198,0.4309,0.2031,0.366,0.5335,0.4665,1.19,1.07,1,0,0.1302,home,1.83,4.1,3.8,0.5187,0.2315,0.2498,1.724,4.25,4.65,0.5629,0.2284,0.2087,False,False,False,1.0051,0.6289
M104,final,,2026-07-19,spain,argentina,Spain,Argentina,1,0,AET,draw,home,spain,0.4972,0.283,0.2198,0.5592,0.1871,0.2537,0.6574,0.3426,1.44,0.87,1,0,0.1518,home,2.2,3.0,3.7,0.4296,0.315,0.2554,2.25,3.06,3.8,0.4297,0.3159,0.2544,True,True,True,0.5812,0.2937
